text,sentiment
存储较慢不知道为什么用了卡,-1
拍照效果还算可以,1
因为它的机身体积与屏幕尺寸都比较小,1
而且发热量大,-1
屏幕比细腻,1
强大的配置和主流的参数证明,1
外面的工程塑料手感很好,1
而且电池毕竟还是不太经用,-1
色彩过渡也不尽如人意,-1
液晶屏明显变暗,-1
操作很流畅,1
电池使用时间长,1
佳能机器的操作风格都是大同小异的,1
可玩性大大提高,1
一般定焦镜头构造简单,1
画面显示效果很好,1
它为像本人这样的夜拍爱好者提供了相对细腻的画质,1
游戏画面动态效果均不错,1
多了几档光圈的镜头可以与快门配合为日常使用提供更多的曝光量组合,1
感觉那个音效增强功能很强大,1
侧滑有点松,-1
实际拍摄中感觉成像清晰,1
和表情变化丰富的儿童能有较好的效果,1
这个功能对于初级使用者来说相当实用,1
存盘速度都比较理想,1
屏幕细腻,1
虽然没有漂亮的双色机身设计,-1
屏幕颜色发黄,-1
外观还可以,1
的噪点控制的很好,1
的成像质量在卡片相机中属于不错的水平,1
彩色夜摄效果实在不敢恭维,-1
最便宜的摄像机,1
浏览图片很爽,1
色彩非常的艳丽,1
手柄也太小,-1
开机速度快,1
觉得电池续航能力很一般,-1
紫边现象严重,-1
还原真实,1
手感好得多,1
导致传声音质很差,-1
锐度很好,1
不但拥有惊人的对焦速度,1
的金属听筒也很牢固,1
和还是比较细腻的,1
机身质感差,-1
外形尺寸比较大,1
镜头覆盖广,1
锐度偏低,-1
在上存在的操控按键手感偏硬的问题在这里依旧存在,-1
但是整个机身比较光滑,1
对焦尚可,1
不过做工和手感还是比较让人满意的,1
高感强大,1
打电话声音还比较清晰,1
无论在任何环境中都能保持非常干净的画面,1
完备的手动功能,1
拍摄短片有一个小小的遗憾就是,-1
商家确实不错机子也赞,1
的实际拍摄速度还是令人满意的,1
分辨率高,1
拍摄模式很齐全,1
效果还是不错的,1
外观比较差可能是个人眼光问题吧,-1
显示效果和流畅度非常满意,1
你会发现真心不错,1
表现还行吧,1
就是的系统操作有些地方不简洁,-1
画面真实,1
个人感觉这个设计非常棒,1
暂时还不够丰富的系统,-1
对焦速度偏慢,-1
成像很好,1
秒的开机速度着实让本人吃惊,-1
续航能力偏弱,-1
设计更具流线型,1
虽然画质还不错,1
整体机身变得更加圆滑,1
对焦确认功能的确非常好用,1
可能效果不是很理想,-1
机身高度也不如尼康的一些机型来得高,-1
照相机号称,1
使用拍摄的照片十分细腻,1
上佳的成像能力,1
外观没的大气,-1
照片的存储方式是这款相机的又一大特色,1
光学变焦倍数太低,-1
佳能的菜单总体来看界面友好,1
手感也不错,1
夜景拍摄效果欠佳,-1
合焦比较坚决和迅速,1
尼康会继续大力发展系列了另外体积比小也算是的优势吧,1
所以在近距离用闪光灯照出的照片亮度过大,-1
左右的价格比较合适,1
分辨率偏低,-1
手柄宽大厚实,1
尺寸太小,-1
对焦模式也丰富很多,1
带碎花纹的背盖很薄,-1
画质比较细腻,1
屏幕真耗电,-1
机身质感佳,1
镜头伸出的速度也不是非常快,-1
优点屏幕够大,1
机器本身的音质不错,1
镜头焦距也缩短了,-1
但是它的磨砂金属机身和小巧的机身依然为用户带来了很好的手感,1
采用的自动白平衡效果不佳,-1
质量稳定性堪忧,1
光圈不是很大,-1
图像细节丰富,1
色彩不够通透,-1
抗眩光能力较差,-1
照片效果也很好,1
都说可视角度差,-1
拍室内流水及夜景有时效果难以完美,-1
低感光度拍摄的图像犀利清晰层次好,1
但是就是因为功能太多,-1
外观并无出色设计,-1
紫边和暗角也控制的相当不错,1
自动白平衡极为准确,1
整体造型比较美观,1
惊艳的外观与轻薄的设计,1
但是可选择的分辨率太少了,-1
的整机做工很不错,1
后面版设计不是很好,-1
无疑更坚挺一些,1
高感非常好,1
机身肥大,-1
电池不耐用同样是致命的缺点,-1
是反应慢,-1
完美屏,1
外观精美,1
拍出的图片层次感和立体感丰富,1
外形以及把持手感方面表现出色,1
云彩以及一些颜色对比较弱的物体对焦速度较慢,-1
配置相比小米要好的多,1
体形较为小巧,1
防打扰模式很实用,1
另外高感也差很多,-1
具有较强的动态影像拍摄能力,1
图象锐度不错,1
续航力还是一般,-1
色彩未必比差,1
对焦速度尚可,1
颜色也很讨好,1
第一电池强劲,1
双电池系统电力超长,1
广角表现就差了些,-1
手感良好,1
写卡速度慢,-1
有大量场景模式供选择,1
的画面给人的第一感觉就是鲜艳锐利,1
就暗很多,-1
最长焦端解像能力比较差,-1
总体色调偏暖,1
整体不错,1
对焦迅速准狠,1
分辨率还比尼康的高,1
视频播放也很流畅,1
这两个都是不错的人像头,1
整机重量不是很重,1
广角拍摄方便畸变控制很好,1
屏幕亮度色彩都好,1
这优化也太无语了,-1
图象质量很好,1
且较大,1
手感光滑,1
按键过多,-1
的直出色彩是最好的,1
提供的各项功能之丰富,1
原装电池的价格更是吓人的,-1
不过这个模式拨盘操作性比较差,-1
这可是一个比较贴心的设计,1
前后均匀的配重,1
色彩不够鲜艳,-1
新镜头在体积与重量上都较传统的镜头少许多,1
机身按钮与功能选单,1
还是的操控好,1
外观小巧时尚,1
电池续航能力很强,1
外观小巧,1
色彩还原还是很准确的,1
供电方面是此次的一个绝对亮点,1
电池还行吧,1
拥有这般速度的它还具备超强的微距,1
可视角度还行,1
它的自动白平衡相对来说比较准确,1
颜色很艳丽,1
反应时间极快,1
具有不错的高性价比,1
这是一台不错的单反,1
机器对焦准确合焦坚决,1
性价比很高,1
重量和大小非常,1
感觉这款机器不错,1
虽然曝光准确但在逆光部位边框较明显,-1
电池特耐用,1
快门延迟不明显,1
顶级机身性能,1
色彩艳丽,1
这样的设计也挺合理,1
微距处理做的不错,1
还把跟一样的超高分辨率的短片拍摄能力挪动过来,1
值得一提的是专业的防抖技术,1
稳定的信号,1
很多人说价格偏高,-1
更为人性化的设计,1
功能键布局总体合理,1
对焦速度感觉比慢一点,-1
连拍效果较好,1
机顶闪光灯位置相当合理,1
这些性能很多在当时刚刚出品是都是最强的了,1
各种的拨盘选择器在调整参数上确实很便捷,1
可能机身比较厚的缘故吧,1
色彩还原准确,1
可视角度不大,-1
随机还赠送精美皮套一个,1
大镜头大变焦,1
曝光正常,1
简洁的设计,1
但是效果非常的好,1
看色彩不错,1
手感很差,-1
电量消耗比过去更少,1
系列年不变的低调外形,1
显示效果很好的旋转液晶屏确实是一个亮点,1
的变焦是最快的,1
虽然质量很好,1
配置厚道,1
理论上控噪能力会提升,1
但是拍近景不是很得力,-1
英寸的液晶屏一是有点小,-1
当初选择是因为她具有超簿的机身,1
画面中透着一些柔和,1
旁轴取景器的放大率小的可怜,-1
光圈不是很大,-1
成像效果一般,-1
性价比上佳的机器,1
感觉以为代表尼康新机色彩趋向明艳,1
画面的整体感觉偏软,-1
防抖效果较好,1
电量显示不正常,-1
真的是颗粒感很强的,-1
因为功能较多,1
机身小巧方便携带,1
外形设计考究,1
结果对焦和色彩让人失望,-1
性格鲜明,1
虚化好,1
快门速度较慢,-1
采用了可翻转英寸万像素液晶屏显示效果出色,1
前面的阻尼转圈很实在,1
很轻便,1
总体效果其实很不错,1
松下机器的电池一直是为人们所津津乐道的,1
使操控更为简便,1
配备的显示器显示效果比较真实,1
紫边很不爽,-1
同时小巧的高速快门,1
感觉在变焦的时候有些迟滞,-1
理光的技术参数是非常诱人的,1
总体说显示效果满意,1
成像质量挺好的,1
画质也有进步,1
做工很好,1
再有性价比出众,1
而且的噪点控制居然比强大的多,1
在比较暗的地方其对焦成功率仍然很高,1
机子很轻,1
屏幕色彩过于艳丽,-1
加工也很精致,1
但在各项拍摄功能上还是做得很周到的,1
不仅外观上略显累赘,-1
实际到手后发现画质相当好,1
延时长,-1
画面颗粒感较重,-1
前后玻璃屏手感极佳,1
防滑性能非常好,1
夜景拍摄效果不够好,-1
另外价格也有些偏高,-1
尤其在全黑的情况下成像较差,-1
功能按键设计也更具人性化,1
而且环的宽度不够,-1
相机对焦略显犹豫,-1
视野广,1
优秀的手感,1
视频拍摄流畅,1
优秀的画质,1
操控性能良好,1
照片质量较好,1
整体操作非常方便,1
后盖防滑的喷漆手感很好,1
而且手柄持握起来很舒服,1
噪点控制能力一般,-1
开机速度一般,-1
中间对焦很准很快,1
感觉机子更惊艳了,1
镜头开启方式独特,1
色彩太假,-1
另外就是分辨率确实弱了点,-1
机子发热情况一般,1
噪点控制得很好,1
比出色,1
而且由于机身小巧,1
现在的按键用起来不爽,-1
所以在其它相机上常见的紫边现像已经很少了,1
测光很麻烦,-1
设计别致,1
色彩还原真实鲜艳,1
本人感觉它的紫边抑止能力不错,1
且目前售价也略高,-1
先进对焦系统也得到了保留,1
色彩还原相当准确,1
硬件配置不错配置的是在时尚卡片机中最高端的大视角,1
套头性价比高,1
目测对焦速度慢于,1
还有就是价格比较合适拉,1
完全够用了,1
握持感好于和无敌兔,1
转换焦点非常方便迅捷,1
也是索尼所有立式机当中配置最低的一款,-1
机身很坚固可靠,1
表面橡胶材质持握舒适,1
胜在机身质感佳,1
虽然指标并不出众,-1
特别是那些快捷小工具很方便,1
系统的系系和系的摄像功能都相当强大,1
倍变焦施奈德镜头的参数就有些缩水了,-1
延续了索尼数码相机较强的短片拍摄能力,1
微距拍摄效果非常好,1
配合黑色的机身显得非常高贵典雅,1
万摄像头效果不太好,-1
成像色彩很一般,-1
成像畸变少,1
但便携机在图像质量上总是稍欠缺一点还有不能换镜头局限了拍摄题材,-1
可玩性还是相当高的,1
噪点的产生少,1
中央五个对焦点很暴力,1
与相比款式更新,1
快门很轻,1
相机效果比牛有提升,1
传输速度过慢,-1
机身外形设计有些偏大,-1
自动对焦较慢,-1
其画质细腻饱满明暗及色彩过渡也好于,1
手握相机手感非常舒服,1
照片质量都比较令人满意,1
操作流畅,1
外观既没有时尚,-1
也使机身更具质感,1
在便利的同时对焦相当不舒服,-1
再加上比较方便的操控方式及预设的场景模式,1
成像质量不佳,-1
阳光下清晰度高,1
续航能力强,1
制作工艺都不错,1
改成之后虽然画质变好,1
触摸屏做得不错,1
自动对焦速度太慢,-1
实用性很好,1
使用机身背布的八方向功能转盘调整对焦时响应速度快捷,1
握在手里比尼康手感要好,1
广角很爽,1
变焦迅速均匀,1
机器比稍重粗大些,-1
对于家用消费级的来说成像方面还可以,1
高表现出色,1
拍摄质量非常好,1
万像素的高分辨率,1
的这款液晶屏将会非常方便,1
快门按键面积过大,-1
画面跳动大,-1
但是细腻度是可以的,1
是很超值的广角镜头,1
超微距对焦速度偏慢,-1
较轻的重量源于没有了的全天候密封金属机身,1
这款相机的另一特色便是优秀的连拍能力,1
存在很明显的噪点现象,-1
电源和音量键的手感实在差强人意,-1
对焦快,1
有不良的紫边现象,-1
佳能系列的做工实在太一般,-1
参数丰富,1
屏不比屏差,1
机顶部分按键手感偏硬,-1
场景模式比较多,1
高感优异,1
而且显示器的可视角度也不错,1
具有较强的手动功能,1
这是一个相当实用的功能,1
作为新品硬件不错,1
跟踪对焦好象速度不太快,-1
工艺很精致,1
多元化的设置有更大的选择余地,1
但是强劲的机能会弥补画质的不足,1
其轻薄时尚的外观即使是与一向以时尚相机而著称的日系品牌比起来也毫不逊色,1
尤其是开机和变焦相当流畅,1
画面锐度好,1
质量差,-1
手动功能齐全,1
还具有超级微距功能,1
体积不大,1
不过个人感觉金属饰条没有的精致,-1
这款机子确实很不错,1
主要感觉色彩还不错,1
图像储存慢显示屏黄灰色不适合我们的眼光观看,-1
而这样一台在操控上近乎完美的相机,1
快门时滞短,1
但是实用性却毋庸置疑,1
预设的摄影模式也十分有用,1
这些模式使得照片艳丽明快,1
可是它的机械性能又实在是不好,-1
标准套机手感还行,1
效果不错,1
佳能作为元价位的中专端机其性能还是非常优秀的,1
控制还不错,1
而且长焦端成像质量一般,1
服务也不满意,-1
对焦速度一般,-1
只能怪它的成像不好,-1
饱和度高,1
做工还将就,1
系统的技术是先进的,1
微距性能极佳,1
同步音乐铃声照片视频比较麻烦,-1
