text,sentiment
and you ca n ' t beat the prices .,1
i ' ve lived in ny for 5 years and this place has it all .,1
"great food , good size menu , great service and an unpretensious setting .",1
"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) .",1
i ' m glad i was introduced to this place and this is a rare gem in ny .,1
"the freshest , best variety , and the fastest delivery .",1
also very inexpensive .,1
the service was excellent and the food was delicious .,1
"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",1
definitely a great spot for a nice occasion or date .,1
i ' ve waited over one hour for food .,-1
they were very abrupt with me when i called and actually claimed the food was late because they were out of rice .,-1
a thai restaurant out of rice during dinner ?,1
"the food arrived 20 minutes after i called , cold and soggy .",-1
this is a wonderful place on all stand points especially value ofr money .,1
an excellent service,1
we were greeted promptly by the waiter who was very nice and cordial .,1
she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food .,1
the food looked very appetizing and delicious since it came on a variety of fancy plates .,1
we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .,1
i thanked my friend who recommended me this restaurant and will certainly recommend it to others .,1
"service here was great , food was fantastic .",1
will absolutely visit again .,1
you can not go wrong with this place .,1
"the food is outstanding and the service is quick , friendly and very professional .",1
"always a nice crowd , but never loud .",1
go here .,1
good for dates or with friends .,1
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .,1
"however , it is jus too good to not praise it .",1
"by far , the best pizza in manhattan .",1
"the crust is thin , the ingredients are fresh and the staff is friendly .",1
the menu has so many fish items and oysters .,1
"the fish was really , really fresh .",1
we all agreed that mare is one of the best seafood restaurants in new york .,1
i stumbled upon this great pizzeria as i explored my new neighborhood .,1
all of the pizzas are terrific and the price is even better !,1
i highly recommend the sophia pizza .,1
it ' s to die for !,1
the food was mediocre at best but it was the horrible service that made me vow never to go back .,-1
"immediately after we paid , the waiter took the money and said , okay , you guys are outta here .",-1
so rushing us out was absolutely unnecessary !,-1
"for the people who want great food plus great service , roxy is a place to avoid !",-1
"the first time the sushi was outstanding , the second time it was a little bland .",-1
i ' m sure i ' ll return for a final judgement tho .,0
"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",1
mizu is the japenese find in grammercy .,1
"while their kitchen food is delicious , their sushi is out of this world .",1
mizu is home to creative and unique rolls not to found anywhere else .,1
"not only is the cuisine the best around , the service has always been attentive and charming .",1
warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !,1
"the entree was bland and small , dessert was not inspired .",-1
i expected quite a bit more from such an expensive menu .,-1
"the view is spectacular , and the food is great .",1
wonderful strawberry daiquiries as well !,1
definitely worth the trip to battery park city !,1
one of my favorite places in manhattan .,1
authentic taiwanese food that ' s cheap . . . what more could you ask for ?,1
( besides that there should be more restaurants like it around the city ) .,1
the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan .,1
delicious simple food in nice outdoor atmosphere .,1
"kind , attentive wait staff .",1
i really like both the scallops and the mahi mahi ( on saffron risotto yum ! ) .,1
my friend devoured her chicken and mashed potatos .,1
delicious crab cakes too .,1
great neighborhood joint .,1
this is a nice pizza place with good selection of thin crust pizza including the basil slice .,1
"their calzones are horrific , bad , vomit - inducing , yuck .",-1
they smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,-1
the counter service is bad .,-1
they charge different prices all the time .,-1
"they ' re rude at times , and not very friendly .",-1
no pizza 33 for me !,-1
"anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .",-1
"the dosas are skimpy , unattractive and drip with grease , and personally i ' d drink popcorn topping before i ' d eat another one of these .",-1
"the sandwiches are dry , tasteless and way overpriced .",-1
"calling the place hampton chutney co . does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",-1
"seriously , this place kicks ass .",1
"the atmosphere is unheralded , the service impecible , and the food magnificant .",1
"best italian food i ever had ( and being italian , that means alot ) .",1
"it is nearly impossible to get a table , so if you ever have the chance to go here for dinner , do not pass it up .",1
"this is such a lovely , peaceful place to eat outside .",1
the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty .,1
"it is set far from the small street it ' s on , and there is no traffic noise .",1
"this is a great place to take out - of - towners , and perfect for watching the sunset .",1
great sushi experience .,1
nice value .,1
unique apppetizers .,1
try sushimi cucumber roll .,1
"good spreads , great beverage selections and bagels really tasty .",1
murray wo n ' t do it .,-1
but who says murray ' s is anything about service .,-1
"so close , but not good enough .",0
do n ' t be fooled by crowds of people .,-1
the service is awful .,-1
this place is not worth the prices .,-1
"also , do n ' t plan on asking for your favorite roll , if it ' s not on the menu , you ca n ' t have it .",-1
love pizza 33 . . .,1
i will be out with friends and all of a sudden i am hungry and i only crave one thing . . . their pizza .,1
it hits the spot every time,1
this tiny williamsburg spot is always pleasantly surprising .,1
the pizza is delicious and the proprietor is one of the nicest in nyc .,1
they even scoop it out nice ( for those on a diet ) not too much not to little .,1
the cream cheeses are out of this world and i love that coffee ! !,1
"bagels are ok , but be sure not to make any special requests !",-1
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,-1
the worst excuse for japanese food i ' ve ever encountered .,-1
the soup for the udon was soy sauce and water .,-1
the sushi was awful !,-1
the rice was poor quality and was cooked so badly it was hard .,-1
"furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",-1
"the fish was adequate , but inexpertly sliced .",-1
it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine .,-1
"good , fast service .",1
i would highly recommend .,1
food is great and inexpensive .,1
the location is perfect .,1
give it a try and enjoy .,1
"well , this place is so ghetto its not even funny .",-1
if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ' ll love it here .,-1
would never go back there .,-1
awsome pizza especially the margheritta slice .,1
always busy but fast moving .,1
great atmoshere and worth every bit .,1
open late ( well as late as i ever got there and i ' m a night person ),1
winnie and her staff are the best crew you can find serving you .,1
the food is reliable and the price is moderate .,1
what more can you ask for ?,1
everything about this restaurant was special .,1
"the service was attentive , yet discreet .",1
the flavors robust and subtle .,1
the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,1
i ' m saving up for my next visit .,1
the place was quiet and delightful .,1
i did not try the caviar but i tried their salmon and crab salad ( they are all good ),1
"as a retired hipster , i can say with some degree of certainty that for the last year lucky strike has been the best laid - back late night in the city .",1
"the wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",1
"the food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",1
"but the best part about ls is the late night atmosphere , delightfully free of the bts .",1
"you can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",1
"the in - house lady dj on saturday nights has outrageously good taste in music , and moreover , takes requests .",1
you ca n ' t go wrong with this place .,1
suan is a great place that i often take my friends ( classmates ) too .,1
"its location is good and the fact that hutner college is near and their prices are very reasonable , makes students go back to suan again and again .",1
i love their thai,1
noodles with shrimp and chicken and coconut juice is the must !,1
i will go back to suan soon !,1
in summer - eat outside on a terrace ( another great feature of suan ) ! ! !,1
i can not imagine a friendlier staff working in a restaurant .,1
i can not imagine better indian food in all of the city .,1
i can not imagine you not rushing out to eat there .,1
"during the course of the past 3 months , the chef and staff changed and it was not for the better .",-1
i wish they would change back to what it was before .,-1
the food now is inconsistent .,-1
this is the kind of place you ' d like to take all your friends to and still keep a secret .,1
the setting is casual and romantic .,1
prices are very good .,1
the food is excellent !,1
"if you ' re daring , try the balsamic vinegar over icecream , it ' s wonderful !",1
they were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,-1
"the rest of the dim sum , though pricey by chinatown standards , is worth it .",1
"the wait here is long for dim sum , but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .",-1
"a few tips : skip the turnip cake , roast pork buns and egg custards .",-1
these are overpriced and you can get better just around the corner :,-1
i was pleasantly suprised .,1
the food was exceptional .,1
"i choose to go with one of the special , the braised lamb shank in red wine , which was excellent .",1
the service was friendly and the atmosphere was casual .,1
this little place has a cute interior decor and affordable city prices .,1
"have eaten at ginger house several times , and it ' s always good .",1
the fried dumplings are great !,1
finally a reliable chinese restaurant !,1
this place would be so much better served by being run by a group that actually understands customer service .,-1
"the only thing you can do here is walk in and eat . . but planning an event , especially a small , intimate one , forget about it .",-1
"they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !",-1
"nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .",-1
"terrible , terrible management - deserves to be shut - down .",-1
never fails to please .,1
"delicious bagels , especially when right out of the oven .",1
service is fast and friendly .,1
"only drawback - they wo n ' t toast your bagel , and they do n ' t make eggs for the bagel .",-1
but that is highly forgivable .,1
"been there , done that , and new york , it ' s not that big a deal .",0
"the food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",-1
"if celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .",-1
"rao is a good restaurant , but it ' s nothing special .",0
"but after last night , spice grill is the only place i ' m eating indian cuisine .",1
you must try the shrimp appetizers .,1
even my indian friend could n ' t believe how good and tasty everything was .,1
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,1
"great food , great prices , great service .",1
"if you are looking for a good quality , cheap eats - this is the place .",1
it ' s a perfect place to have a amazing indian food .,1
i really loved the different and inovated touch that ' s the cheff gives to the food .,1
"also it ' s great to have dinner in a very romantic and comfortable place , the service it ' s just perfect . . . they ' re so frendly that we never want to live the place !",1
"their bagels are fine , but they are a little overcooked , and not really a ' special ' bagel experience .",-1
great bagels made the old - fashioned way .,1
drawbacks : service is slow and they do n ' t toast !,-1
the food was absolutely amazing ! !,1
the baked clams octopus we shared as appetizers were the best we ' ve ever had ! !,1
"the lamb was tender so full of flavor , the dessert was divine ! !",1
the waiter was attentive .,1
the place itself is beautiful the bar scene seems to be happening .,1
"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion . . . try the potato stuff kanish best one .",-1
dessert is a joke . . . dont bother,-1
"volare virgins or weekly regulars , everyone gets treated the same and you ca n ' t ask for more than that when the service is this friendly .",1
"the restaurant has a family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",1
"the anti - pasta was excellent , especially the calamari , as were the filling pasta mains .",1
the wine list is extensive and can easily hike up an otherwise reasonably priced meal .,1
"still , any quibbles about the bill were off - set by the pour - your - own measures of liquers which were courtesey of the house . . .",1
fantastic place .,1
a pleasant surprise .,1
go there to relax and feel like your somewhere else .,1
lucky strike is a great casual place to just grab a bite to eat .,1
"great food , great decor , great service .",1
i recommend it !,1
"this is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !",1
( always ask the bartender for the seasonal beer ! ! !,1
guaranteed to be a tasty experience ! ),1
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed !,1
all the people that i bring there go back on their own and bring their friends !,1
go there once and oh yes . . . you will go back . . . you will . . .,1
"a cool bar with great food , and tons of excellent beer .",1
and even with it ' s pub atmosphere they were great to my kids too !,1
loved it !,1
the shrimp scampi was excellent and the antipasti were plentiful .,1
"if you venture off the island of manhattan and ca n ' t seem to find a great italian restaurant , drive to corona .",1
the only thing more wonderful than the food ( which is exceptional ) is the service .,1
the only thing the waiters do n ' t do for you is wipe your chin when you leave .,1
wonderful at holiday time .,1
cozy romantic atomosphere with only around 15 tables at most .,1
"food was very good , but not what i would consider out of this world .",0
go here for a romantic dinner but not for an all out wow dining experience .,1
my friend from milan and myself were pleasantly surprised when we arrived and everyone spoke italian .,1
too bad the food was n ' t of the same heritage .,-1
"the porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .",-1
a real dissapointment .,-1
but that was n ' t the icing on the cake : a tiramisu that resembled nothing i have ever had .,-1
they should have called it mascarpone with chocolate chips - good but a far cry from what the name implies .,-1
priced at upper intermediate range .,-1
it was pretty inexpensive too .,1
this place has the best chinese style bbq ribs in the city .,1
it ' s great to go for a quick lunch either alone or with a friend .,1
it ' s definately not a place to go if you want to impress someone .,-1
"however , if you want great food at a great price and do n ' t mind the decor , you ca n ' t beat this place .",1
quick and friendly service .,1
this is one of the best comfort food places in the city .,1
it ' s somewhere you can eat and be happy .,1
"when you ' re sitting in their main dining room ( which has a spectacular , hand - painted high ceiling ) you ' d never know there was a world outside .",1
"the food is wonderful , tasty and filling , and the service is professional and friendly .",1
"i ca n ' t wait for summer , when they serve outside on their gigantic patio .",1
this little place definitely exceeded my expectations and you sure get a lot of food for your money .,1
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,1
i have to say that i am pleasantly suprised and i will most likely stop in again if i am in the neighborhood .,1
they all know you .,1
good food .,1
good drink .,1
how do you rate home ?,1
i have never had cheescake like this .,1
i thought i had died and gone to heaven .,1
"great spot , whether looking for a couple of drinks or quiet dinner .",1
warm and friendly in the winter and terrific outdoor seating in the warmer months .,1
the food is great and they have a good selection of wines at reasonable prices .,1
we were less than impressed .,-1
"we ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .",-1
probably would not go again . . .,-1
"i ' ve been to sapphire twice and both times the food was fine , if not good .",1
"stick with the chicken , beef , and lamb dishes .",1
"service is friendly , and never had a problem walking in and getting a table .",1
skip dessert .,-1
best reuben sandwich ever !,1
a classic !,1
do n ' t miss bloom ' s on your next trip to manhatten .,-1
"it was the first place we ate on our first trip to new york , and it will be the last place we stop as we head out of town on our next trip to new york .",1
thanks bloom ' s for a lovely trip .,1
"the food was not fresh , the sauces were bland and very oily .",-1
it just was n ' t thai .,-1
was surprisingly disappointed .,-1
pizza was a little soggy .,-1
not enough wines by the glass either .,-1
"service , however , was excellent . . . and i liked the setting / atmosphere a lot .",1
"food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .",-1
authentic pakistani food .,1
"just straight up cheap , good food .",1
faan is sooo good .,1
the design and atmosphere is just as good .,1
bottles of wine are cheap and good .,1
what more could you want ?,1
the food was actually aweful .,-1
i ' m not picky - but it was actually gross .,-1
"the mussles were the fishiest things i ' ve ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w / chicken had bones in it . . . it was disgusting .",-1
"nice atmosphere , the service was very pleasant and the desert was good .",1
this is the perfect date spot for williamsburg couples .,1
the jukebox plays everything from italian opera to the strokes .,1
"the food is amazing , rich pastas and fresh doughy pizza .",1
"best of all is the warm vibe , the owner is super friendly and service is fast .",1
"if only they delivered , they ' d make a mint !",0
go here for the drinks !,1
the drinks are amazing and half off till 8pm .,1
my fav was the sassy lassi . . .,1
this is an amazing place to try some roti rolls .,1
i really recommend the very simple unda ( egg ) rolls .,1
"delicate spices , onions , eggs and a kick - ass roti .",1
amazing !,1
"toons has recently been redone , so it ' s now a very attractive space .",1
"in an area sadly lacking in decent thai food , this is one of the best spots .",1
"went here last night - nice decor , good service , but the food was surprisingly excellent .",1
"the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .",0
ca n ' t wait to go back .,1
beef noodle soup is good as well .,1
the service is good and the resturant is clean .,1
best taiwanese food in ny !,1
i have been to rao ' s probably 15 times the past 3 years and it keeps getting better .,1
rao ' s has the best service and atmosphere in nyc .,1
good luck getting a table .,-1
my roommate and i love this place .,1
"we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me .",1
indoor was very cozy and cute .,1
"the portion sizes here are huge , and the sushi is good .",1
staff is very accomodating .,1
"excellent dumplings served amid clean , chic decor .",1
"i got the $ 10 10 - piece dim sum combo , every bite of which was great .",1
but $ 1 for each small piece ? ? ?,-1
i wo n ' t go back unless someone else is footing the bill .,-1
the decor is very simple but comfortable .,1
the food was delicious but do not come here on a empty stomach .,-1
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .,1
the staff there is very attentive and down to earth .,1
i loved it and would go again .,1
great indian food and the service is incredible .,1
the owner truly caters to all your needs .,1
"when family came in he gave them apps to test their palets , and then ordered for them .",1
everyone was more then happy with his choices .,1
great food and the prices are very reasonable .,1
the food here does a great service to the name ( cantonese that is . . . ) .,1
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork .,1
"try the congee and the donut like deep fried dough they call ow ley soh , a delicious and sweet tasting bread .",1
simply some good tasting chinese food at incredible prices . . .,1
service is not what you are coming here for . . .,-1
"whoever the jazz duo was , they were on point .",1
"good music , great food , speedy service affordable prices .",1
even the wine by the glass was good .,1
consistently good japanese tapas .,1
always good drinks and service is pretty good ;,1
atmosphere is nice and relaxed too . . .,1
a great place to meet up for some food and drinks . . .,1
yakitori ( bbq meats ) is tasty too .,1
"if you do n ' t mind pre - sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",-1
price and quality of fish alone will keep us from making a return visit .,-1
was n ' t going to share but i feel obligated . . . while sitting at the sushi bar dining we watched the chef accidentally drop a piece of unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing .,-1
no thanks ! ! !,-1
"this place , which is only a few months old , is perhaps queens ' biggest secret !",1
"fabulous decor - makes you feel like you ' re in a trendy manhattan restaurant , very very good food , cheaply - priced , generally friendly staff , and if you ' re a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home . . . . . very soho / village / upper west side minus the expensive prices and pretentious clientele . . . . . all on roosevelt avenue !",1
we were seated outside and the waiter spilled red wine and hot tea on myself and my date .,-1
we were then shooed inside .,-1
"one would think we ' d get an apology or complimentary drinks - instead , we got a snobby waiter would n ' t even take our order for 15 minutes and gave us lip when we asked him to do so .",-1
"we left , never to return .",-1
"with so many good restaurants on the uws , i do n ' t need overpriced food , absurdly arrogant wait - staff who do n ' t recognize they work at a glorified diner , clumsy service , and management that does n ' t care .",-1
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,-1
baluchi ' s has solid food and a nice decor at reasonable prices .,1
the only problem is that the manager is a complete incompetent .,-1
he offers subpar service and has no personality .,-1
"in fact , it appears he is going to go postal at any moment .",-1
there is no excuse for such lousy service !,-1
i have never before eaten 40 pieces of relatively good nigiri .,0
you can do it here .,1
$ 20 for all you can eat sushi can not be beaten .,1
"i went to areo on a sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .",1
"most of the servers are very attentive , friendly and quite attractive .",1
"the vibe is very relaxed and cozy , service was great and the food was excellent !",1
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went .,1
i would highly recommand requesting a table by the window .,1
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,1
personal pans are the perfect size for those hungry nights .,1
i heartily recommend .,1
there is a downside if you ' re ordering in - - the delivery guys have major attitude .,-1
never have i had such dramatic delivery guys ( a lot of huffing and panting and muttering under breath b / c i live in a walkup ) who always seem disappointed with their tips .,-1
"love the scene first off - the place has a character and nice light to it . . very fortunate , location wise .",1
the pizza was pretty good and huge .,1
the price very reasonable .,1
we were 4 and got the family size penne a la vodka which was tremendously gigantic portion . . . a bucket of food literally .,1
i would say that all was fine and tasty but the heaviness on my stomach someting that i ca n ' t not mention or undermine .,-1
"the pasta penne was pretty extra buttery , creamy which means a big task to diggest . . tasty at first but i would say that i was full with a slice of pizza and 7 to count , penne . . . got a little moody afterwards cause was stuffed . . . lol",-1
i love it .,1
i plan on stopping by next week as well .,1
"i found it on a cold night , the perfect spot to warm up .",1
i recieved prompt service with a smile .,1
"to me it exemplifies soho , cute , artsy , interesting .",1
definately check it out ! ! !,1
this place blew me away . . . by far my new favorite restaurant on the uppereast side .,1
the wine list is extensive and impressive .,1
love the atmosphere - felt like i was in paris .,1
the mussels were fantastic and so was the dessert . . . definitely going to be back very soon .,1
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna .,1
"over the years the host , vittorio , and his crew , have always treated me as family - - although with all the business this not - so - little gem does , it amazing he ' s even able to remember a consistent but not - so - frequent visitor .",1
"i ' ve also been amazed at all the new additions in the past few years : a new jazz bar , the most fantastic dining garden , the best thin crust pizzas , and now a lasagna menu which is to die for ( these are not your average lasagnas ) !",1
i love this place !,1
keep up the good work guys !,1
i have to say i have never had a disapointing meal here .,1
we could have made a meal of the yummy dumplings from the dumpling menu .,1
"luckily we saved room for the bbq salmon , sea bass and crispy duck .",1
love al di la,1
i recommend this place to everyone .,1
great food .,1
one of my favorite places in brooklyn .,1
"the pastas are incredible , the risottos ( particularly the sepia ) are fantastic and the braised rabbit is amazing .",1
overpriced and not tasty,-1
it was totally overpriced - fish and chips was about $ 15 . . . .,-1
tasty dog !,1
"an awesome organic dog , and a conscious eco friendly establishment .",1
one of the best hot dogs i have ever eaten .,1
ca n ' t wait to go back .,1
but the best pork souvlaki i ever had is the main thing .,1
run do n ' t walk .,1
super yummy pizza !,1
i was visiting new york city with a friend and we discovered this really warm and inviting restaurant .,1
"i looove their eggplant pizza , as well as their pastas !",1
"we had half / half pizza , mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza !",1
"we had fun eating in there , we were there like around 3 a . m . in the morning !",1
great sake !,1
"reliable , fresh sushi",1
the sashimi is always fresh and the rolls are innovative and delicious .,1
have never had a problem with service save a missing rice once .,1
delivery can be spot on or lacking depending on the weather and the day of the week .,-1
delivery guy sometimes get upset if you do n ' t tip more than 10 % .,-1
best . sushi . ever .,1
this place has ruined me for neighborhood sushi .,1
"creative , consistent , fresh .",1
"excellent sashimi , and the millennium roll is beyond delicious .",1
"very , very nice",1
not only is the food,1
loved it,1
we had a very nice time .,1
"the waiter was attentive , the food was delicious and the views of the city were great .",1
i ' d definitely go back again .,1
great place to relax and enjoy your dinner,1
there is something about their atmosphere that makes me come back nearly every week .,1
"place is open till late , no dress code .",1
good food : my favorite is the seafood spaghetti .,1
excellent food for great prices,1
my husband and i have been sold on this from the first visit .,1
the wait staff is very courteous and accomodating .,1
there are no negatives to speak of .,1
the bestt !,1
my favorite place lol,1
its alright,0
"im not necessarily fanatical about this place , but it was a fun time for low pirces .",1
"lobster was good , nothing spectacular .",0
"its just a fun place to go , not a five star restaraunt .",0
had no flavor and the staff is rude and not attentive .,-1
would never go back,-1
i was n ' t here for the pizza so i ca n ' t comment on that yet but what i had was very good .,1
everyone was smiling so that made me feel welcome .,1
i ordered the vitello alla marsala and i was pretty impressed .,1
the veal and the mushrooms were cooked perfectly .,1
the potato balls were not dry at all . . . in fact it was buttery .,1
the only downside . . . they only take cash which is ok if you know about it ahead of time .,-1
i ' ll be back for sure .,1
worst place on smith street in brooklyn,-1
"very immature bartender , didnt know how to make specific drinks , service was so slowwwww , the food was not fresh or warm , waitresses were busy flirting with men at the bar and werent very attentive to all the customers .",-1
i would never recommend this place to anybody even for a casual dinner .,-1
awesome,1
the food is always fresh . . .,1
overpriced japanese food with mediocre service,-1
went here on sat 1 / 26 and was disappointed .,-1
food was luke warm .,-1
i was looking for banana tempura for dessert and they dont have .,-1
not because you are ` ` the four seasons ` ` . . . – you are allowed to charge an arm and a leg for a romatic dinner .,-1
i do not think dinner in manhattan should cost $ 400 . 00 where i am not swept off my feet .,-1
"red dragon roll - my favorite thing to eat , of any food group - hands down",1
"if you do n ' t like it , i do n ' t know what to tell you .",1
the seafood dynamite is also otherworldly .,1
i ' m not even going to bother to describe it ; it speaks for itself .,1
"an unpretentious spot in park slope , the sushi is consistently good , the service is pleasant , effective and unassuming .",1
"in the summer months , the back garden area is really nice .",1
"the dancing , white river and millenium rolls are musts .",1
so good,1
i can eat here every day of the week really lol love this place . . . ),1
gross food – wow -,-1
i ca n ' t remember the last time i had such gross food in new york .,-1
and $ 11 for a plate of bland guacamole ?,-1
"do n ' t get me started on the margaritas , either .",-1
mine tasted like the bartender had forgotten to add the tequila .,-1
"oh , and i never write reviews - - i just was so moved by how bad this place was , i felt it was my duty to spread the word .",-1
great indian food !,1
when i got there the place was packed but they made sure to seat me quickly .,1
"the food was good , the place was clean and affordable .",1
i noticed alot of indian people eatting there which is a great sign for an indian place !,1
"this is one of my favorite spot , very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",1
the staff is very good .,1
love their drink menu .,1
i highly recommend this beautiful place .,1
nice for one time special occasion .,1
they honored reservation on sunday afternoon very well .,1
we were offered water for the table but were not told the voss bottles of water were $ 8 a piece .,-1
food was ok .,0
nice view of river and nyc .,1
i come here enjoy very much with husband .,1
remind me of home .,1
great survice,1
mmmmmmmmmmmmmmm so delicious,1
a beautifully designed dreamy egyptian restaurant that gets sceney at night .,1
watch the talented belly dancers as you enjoy delicious baba ganoush that ' s more lemony than smoky .,1
"oh , and there ' s hookah .",1
raymond the bartender rocks !,1
pacifico is a great place to casually hang out .,1
"the drinks are great , especially when made by raymond .",1
the omlette for brunch is great . . .,1
"quacamole at pacifico is yummy , as are the wings with chimmichuri .",1
a weakness is the chicken in the salads .,-1
"it ' s just average , just shredded , no seasoning on it .",-1
"also , i personally was n ' t a fan of the portobello and asparagus mole .",-1
"overall , decent food at a good price , with friendly people .",1
best indian restaurant in the city,1
this small astoria souvlaki spot makes what many consider the best gyros in new york .,1
"what really makes it shine is the food , which is aggressively seasoned with cyrpriot spices , and all made in - house ( even the gyro meat and sausages ) , and made of much higher quality ingredients that might otherwise be expected .",1
"all the various greek and cypriot dishes are excellent , but the gyro is the reason to come - - if you do n ' t eat one your trip was wasted .",1
best restaurant in brooklyn,1
the best !,1
"great food , amazing service , this place is a class act .",1
the veal was incredible last night .,1
"fresh , mind blowing flavors .",1
this place is a must visit !,1
"delicious , creative and fun .",1
got a date ? go here !,1
every time i have a special occasion with my boyfriend i have a hard time going anywhere else .,1
it is so romantic .,1
"its dark , and cozy . . there is always jazz music playing when we go .",1
most of the booths allow you to sit next to eachother without looking like ' that ' couple .,1
the food is all shared so we get to order together and eat together .,1
once you try it for a special occasion beware . . you ca n ' t stop !,1
"you ' ll be there for every anniversary , birthday , valentines day . . .",1
for a fabulous wedding !,1
everyone raved about the atmosphere ( elegant rooms and absolutely incomparable views ) and the fabulous food !,1
service was wonderful ;,1
everyone was cheerfully cooperative and helpful .,1
"paul , the maitre d ' , was totally professional and always on top of things .",1
thank you everyone at water ' s edge .,1
would not go back .,-1
"service ok but unfriendly , filthy bathroom .",-1
"the bar drinks were eh , ok to say the least .",-1
the stuff tilapia was horrid . . . tasted like cardboard .,-1
"we thought the dessert would be better , wrong !",-1
$ 170 down the toilet . . .,-1
"oh speaking of bathroom , the mens bathroom was disgusting .",-1
"the floor was wet , the trash can filled with hand towels n all over the floor , no soap , and no hand towels left .",-1
good experience,1
the bread we received was horrible - rock hard and cold - and the ` ` free ' ' appetizer of olives was disappointing .,-1
"however , our main course was wonderful .",1
i had fish and my husband had the filet - both of which exceeded our expectations .,1
when we inquired about ports - the waitress listed off several but did not know taste variations or cost .,-1
"short and sweet – seating is great : it ' s romantic , cozy and private .",1
the boths are not as small as some of the reviews make them out to look they ' re perfect for 2 people .,1
so what you really end up paying for is the restaurant not the food .,-1
noodle pudding is exactly the type of service and food i enjoy .,1
"servers are all different , greg is my favorite .",1
"sometimes tables do n ' t understand his sense of humor but it ' s refreshing to have a server who has personality , professionalism , and respects the privacy of your dinner .",1
this is the first place i ' ve been that a runner remembers my order . . . hope he likes his job because i have half a mind to steal him for my restaurant .,1
prices are fair across the board for both food and bev .,1
"i go out to eat and like my courses , servers are patient and never rush courses or force another drink .",1
amazing fresh dogs but best of all endless toppings ! ! !,1
this place had all the trimmings and i mean all .,1
